pollster,state,sample_size,methodology,population,candidate_name,party,pct,pollster_rating_name,election_date,poll_start_date,poll_end_date,supports_candidate
YouGov,Ohio,728,Text,rv,Donald Trump,REP,50.93717905269068,B,2024-11-05,2024-09-23,2024-10-08,yes
ActiVote,Florida,765,App Panel,lv,Kamala Harris,DEM,44.751892659444174,B,2024-11-05,2024-09-22,2024-10-10,no
YouGov,Texas,587,Online Panel,rv,Donald Trump,REP,46.46810368173044,A,2024-11-05,2024-09-30,2024-10-08,no
ActiVote,Ohio,790,App Panel,rv,Jill Stein,GRE,48.83056813686863,B,2024-11-05,2024-09-19,2024-10-08,no
InsiderAdvantage,Ohio,1468,App Panel,lv,Donald Trump,REP,44.54596831763952,C,2024-11-05,2024-09-06,2024-10-08,no
InsiderAdvantage,Arizona,911,App Panel,lv,Donald Trump,REP,50.01280278407362,B,2024-11-05,2024-09-20,2024-10-08,yes
ActiVote,Ohio,756,Text,lv,Donald Trump,REP,59.01161743426069,C,2024-11-05,2024-09-13,2024-10-10,yes
ActiVote,Florida,679,Text,rv,Jill Stein,GRE,39.421116769285504,A+,2024-11-05,2024-09-16,2024-10-10,no
InsiderAdvantage,Texas,594,App Panel,lv,Jill Stein,GRE,53.574185593902754,A,2024-11-05,2024-09-27,2024-10-09,yes
InsiderAdvantage,Florida,491,Online Panel,lv,Jill Stein,GRE,52.70602648917396,A,2024-11-05,2024-09-03,2024-10-08,yes
ActiVote,Texas,1402,Text,rv,Donald Trump,REP,57.128070627974175,A+,2024-11-05,2024-10-05,2024-10-08,yes
InsiderAdvantage,Ohio,777,Text,lv,Donald Trump,REP,60.842575200812774,C,2024-11-05,2024-09-30,2024-10-09,yes
InsiderAdvantage,Ohio,1433,App Panel,rv,Kamala Harris,DEM,41.000639958032664,B,2024-11-05,2024-09-27,2024-10-09,no
YouGov,Texas,1088,Online Panel,lv,Kamala Harris,DEM,43.38338923348505,A,2024-11-05,2024-09-10,2024-10-09,no
ActiVote,Florida,829,Online Panel,lv,Jill Stein,GRE,45.99578805661317,B,2024-11-05,2024-09-29,2024-10-10,no
InsiderAdvantage,Pennsylvania,1272,App Panel,lv,Donald Trump,REP,56.788943139076025,C,2024-11-05,2024-09-12,2024-10-09,yes
ActiVote,Arizona,1192,Text,lv,Donald Trump,REP,56.346081775935005,B,2024-11-05,2024-10-06,2024-10-08,yes
ActiVote,Ohio,816,Online Panel,lv,Donald Trump,REP,46.912245892475134,A+,2024-11-05,2024-09-08,2024-10-08,no
YouGov,Florida,1290,App Panel,rv,Jill Stein,GRE,50.13455690619447,C,2024-11-05,2024-09-01,2024-10-09,yes
ActiVote,Ohio,1158,App Panel,rv,Jill Stein,GRE,55.333322480907476,A,2024-11-05,2024-09-15,2024-10-08,yes
YouGov,Arizona,1424,Text,rv,Donald Trump,REP,45.67106136382701,C,2024-11-05,2024-09-25,2024-10-08,no
YouGov,Ohio,1420,Online Panel,rv,Donald Trump,REP,58.00431758688286,B,2024-11-05,2024-09-25,2024-10-10,yes
ActiVote,Pennsylvania,505,App Panel,lv,Jill Stein,GRE,54.84880669554643,A,2024-11-05,2024-09-25,2024-10-08,yes
InsiderAdvantage,Arizona,1189,Online Panel,rv,Jill Stein,GRE,48.20443139561691,C,2024-11-05,2024-09-17,2024-10-09,no
YouGov,Arizona,1201,Text,lv,Donald Trump,REP,47.80457495464861,A,2024-11-05,2024-09-09,2024-10-09,no
InsiderAdvantage,Texas,1157,Text,rv,Kamala Harris,DEM,51.17405462118609,A,2024-11-05,2024-09-13,2024-10-10,yes
YouGov,Florida,1177,Online Panel,lv,Kamala Harris,DEM,54.44569991563743,A+,2024-11-05,2024-09-17,2024-10-10,yes
YouGov,Arizona,944,Text,lv,Kamala Harris,DEM,46.77753711131773,A,2024-11-05,2024-09-21,2024-10-10,no
YouGov,Florida,1230,Online Panel,rv,Donald Trump,REP,49.56259424182922,A,2024-11-05,2024-09-12,2024-10-10,no
ActiVote,Arizona,1457,Text,lv,Donald Trump,REP,52.03324288276268,B,2024-11-05,2024-09-04,2024-10-08,yes
InsiderAdvantage,Pennsylvania,882,Text,lv,Jill Stein,GRE,55.9777470301585,A,2024-11-05,2024-09-12,2024-10-10,yes
YouGov,Florida,507,App Panel,rv,Jill Stein,GRE,46.544306082394264,A+,2024-11-05,2024-09-29,2024-10-10,no
InsiderAdvantage,Arizona,1268,Text,lv,Kamala Harris,DEM,54.462826775416005,B,2024-11-05,2024-09-01,2024-10-10,yes
YouGov,Pennsylvania,750,Online Panel,rv,Kamala Harris,DEM,46.0890248533494,A+,2024-11-05,2024-09-05,2024-10-09,no
InsiderAdvantage,Texas,705,App Panel,lv,Jill Stein,GRE,48.089840260921726,A,2024-11-05,2024-09-12,2024-10-10,no
InsiderAdvantage,Pennsylvania,757,Online Panel,rv,Donald Trump,REP,42.39565875816384,C,2024-11-05,2024-09-13,2024-10-08,no
YouGov,Pennsylvania,1462,Online Panel,rv,Donald Trump,REP,54.66433172324459,B,2024-11-05,2024-09-26,2024-10-10,yes
ActiVote,Florida,673,Online Panel,lv,Donald Trump,REP,48.63631787114854,C,2024-11-05,2024-09-04,2024-10-08,no
InsiderAdvantage,Ohio,878,Online Panel,lv,Kamala Harris,DEM,57.780273371783295,B,2024-11-05,2024-09-19,2024-10-08,yes
ActiVote,Texas,859,App Panel,rv,Jill Stein,GRE,46.89540432627922,C,2024-11-05,2024-09-23,2024-10-08,no
ActiVote,Arizona,1370,Text,lv,Kamala Harris,DEM,56.73368417065307,A,2024-11-05,2024-09-27,2024-10-08,yes
InsiderAdvantage,Ohio,598,Text,lv,Jill Stein,GRE,45.51087521687201,A,2024-11-05,2024-09-29,2024-10-08,no
InsiderAdvantage,Ohio,1179,Text,rv,Donald Trump,REP,37.44449677453346,C,2024-11-05,2024-09-20,2024-10-08,no
InsiderAdvantage,Ohio,686,Text,lv,Kamala Harris,DEM,49.72774271707731,A+,2024-11-05,2024-09-15,2024-10-10,no
ActiVote,Pennsylvania,1004,Online Panel,lv,Jill Stein,GRE,55.11142206330551,A,2024-11-05,2024-09-03,2024-10-08,yes
YouGov,Texas,1256,Online Panel,rv,Donald Trump,REP,48.0312651426787,A+,2024-11-05,2024-09-25,2024-10-10,no
YouGov,Texas,655,Text,lv,Donald Trump,REP,43.02048120776029,B,2024-11-05,2024-09-02,2024-10-09,no
ActiVote,Arizona,764,Text,rv,Kamala Harris,DEM,53.26195152400644,A+,2024-11-05,2024-10-07,2024-10-09,yes
InsiderAdvantage,Ohio,1399,Text,lv,Kamala Harris,DEM,46.17543009673087,A+,2024-11-05,2024-09-07,2024-10-08,no
ActiVote,Ohio,1446,Text,lv,Jill Stein,GRE,54.9561373136768,C,2024-11-05,2024-09-16,2024-10-10,yes
YouGov,Texas,1257,Online Panel,rv,Jill Stein,GRE,56.845780947351756,C,2024-11-05,2024-09-12,2024-10-09,yes
InsiderAdvantage,Arizona,544,Online Panel,rv,Jill Stein,GRE,43.74030912480331,C,2024-11-05,2024-10-05,2024-10-10,no
ActiVote,Ohio,870,App Panel,rv,Donald Trump,REP,43.536425464495366,A+,2024-11-05,2024-10-01,2024-10-10,no
ActiVote,Texas,463,App Panel,lv,Kamala Harris,DEM,47.0404478743051,B,2024-11-05,2024-09-26,2024-10-10,no
InsiderAdvantage,Arizona,881,Text,lv,Donald Trump,REP,46.96488583113879,B,2024-11-05,2024-09-26,2024-10-08,no
InsiderAdvantage,Arizona,686,Online Panel,rv,Donald Trump,REP,48.5853559653606,B,2024-11-05,2024-09-19,2024-10-09,no
YouGov,Pennsylvania,1153,Online Panel,rv,Donald Trump,REP,54.934219597944264,A+,2024-11-05,2024-09-20,2024-10-10,yes
YouGov,Arizona,749,Online Panel,rv,Donald Trump,REP,57.09732295539765,B,2024-11-05,2024-09-06,2024-10-09,yes
ActiVote,Pennsylvania,1371,Online Panel,lv,Kamala Harris,DEM,45.07084577641939,A+,2024-11-05,2024-09-22,2024-10-08,no
ActiVote,Ohio,1365,Online Panel,rv,Kamala Harris,DEM,53.33643371001642,A+,2024-11-05,2024-10-07,2024-10-10,yes
ActiVote,Ohio,1237,Online Panel,lv,Donald Trump,REP,55.071774211933366,A,2024-11-05,2024-09-24,2024-10-09,yes
ActiVote,Pennsylvania,1108,Online Panel,lv,Jill Stein,GRE,43.76229947137033,A,2024-11-05,2024-09-05,2024-10-09,no
InsiderAdvantage,Pennsylvania,1317,Text,lv,Kamala Harris,DEM,43.26794623256043,C,2024-11-05,2024-09-11,2024-10-08,no
ActiVote,Texas,1211,Text,rv,Donald Trump,REP,56.41431915979193,A,2024-11-05,2024-09-08,2024-10-08,yes
ActiVote,Pennsylvania,1142,Online Panel,lv,Donald Trump,REP,51.088777565055906,A,2024-11-05,2024-09-02,2024-10-09,yes
ActiVote,Arizona,1474,Online Panel,lv,Donald Trump,REP,48.657087759287066,C,2024-11-05,2024-10-04,2024-10-08,no
YouGov,Pennsylvania,1026,App Panel,rv,Jill Stein,GRE,51.511388518612044,C,2024-11-05,2024-10-07,2024-10-09,yes
YouGov,Ohio,1242,Text,rv,Donald Trump,REP,46.90053485364333,B,2024-11-05,2024-09-18,2024-10-08,no
YouGov,Arizona,875,Text,rv,Donald Trump,REP,53.330567779563964,A+,2024-11-05,2024-09-17,2024-10-10,yes
InsiderAdvantage,Arizona,1065,App Panel,lv,Kamala Harris,DEM,45.483079530597145,C,2024-11-05,2024-09-18,2024-10-09,no
ActiVote,Pennsylvania,1244,Online Panel,rv,Jill Stein,GRE,49.4934904654099,A,2024-11-05,2024-09-04,2024-10-09,no
InsiderAdvantage,Texas,1342,Online Panel,rv,Donald Trump,REP,54.094569645014,A,2024-11-05,2024-09-24,2024-10-08,yes
ActiVote,Arizona,996,App Panel,rv,Kamala Harris,DEM,58.511907662645825,A,2024-11-05,2024-09-12,2024-10-08,yes
YouGov,Pennsylvania,710,Online Panel,lv,Kamala Harris,DEM,49.21154912616057,C,2024-11-05,2024-09-26,2024-10-09,no
ActiVote,Texas,570,Text,rv,Jill Stein,GRE,56.10826585651412,C,2024-11-05,2024-10-06,2024-10-08,yes
YouGov,Texas,1326,Online Panel,rv,Jill Stein,GRE,50.939716199420374,A,2024-11-05,2024-09-18,2024-10-08,yes
ActiVote,Ohio,647,Online Panel,rv,Donald Trump,REP,53.0819566091562,A,2024-11-05,2024-09-20,2024-10-08,yes
YouGov,Ohio,427,Text,lv,Jill Stein,GRE,45.63224609200514,A,2024-11-05,2024-10-03,2024-10-09,no
ActiVote,Ohio,1166,Text,rv,Jill Stein,GRE,52.40273653525192,C,2024-11-05,2024-09-27,2024-10-08,yes
YouGov,Pennsylvania,1129,App Panel,rv,Kamala Harris,DEM,48.82889221592696,C,2024-11-05,2024-09-23,2024-10-09,no
ActiVote,Pennsylvania,811,App Panel,rv,Donald Trump,REP,47.424955387656134,A+,2024-11-05,2024-10-03,2024-10-09,no
InsiderAdvantage,Pennsylvania,792,Online Panel,rv,Jill Stein,GRE,48.25792316127666,B,2024-11-05,2024-10-03,2024-10-09,no
YouGov,Texas,1040,Online Panel,lv,Donald Trump,REP,41.92733364611991,B,2024-11-05,2024-09-24,2024-10-09,no
YouGov,Ohio,591,App Panel,rv,Donald Trump,REP,63.45709732271578,B,2024-11-05,2024-09-24,2024-10-10,yes
InsiderAdvantage,Arizona,438,Online Panel,rv,Jill Stein,GRE,45.5373547192886,B,2024-11-05,2024-09-26,2024-10-10,no
YouGov,Arizona,447,Text,lv,Jill Stein,GRE,52.72821362326607,A,2024-11-05,2024-09-06,2024-10-08,yes
YouGov,Florida,534,Online Panel,rv,Kamala Harris,DEM,47.124871315577266,A,2024-11-05,2024-09-26,2024-10-09,no
YouGov,Texas,971,App Panel,rv,Jill Stein,GRE,48.58899496614192,C,2024-11-05,2024-09-02,2024-10-09,no
ActiVote,Pennsylvania,628,App Panel,lv,Donald Trump,REP,52.7115574955283,B,2024-11-05,2024-09-03,2024-10-09,yes
ActiVote,Ohio,684,App Panel,lv,Donald Trump,REP,50.14242287571554,C,2024-11-05,2024-09-22,2024-10-09,yes
ActiVote,Ohio,1214,Text,lv,Kamala Harris,DEM,48.424988994346045,C,2024-11-05,2024-09-22,2024-10-10,no
YouGov,Texas,1340,Text,lv,Donald Trump,REP,48.04497735283956,B,2024-11-05,2024-09-07,2024-10-10,no
InsiderAdvantage,Texas,1019,Text,rv,Jill Stein,GRE,57.13642360910105,B,2024-11-05,2024-09-19,2024-10-09,yes
InsiderAdvantage,Pennsylvania,912,Online Panel,rv,Jill Stein,GRE,41.9087903592039,C,2024-11-05,2024-09-12,2024-10-10,no
YouGov,Pennsylvania,898,Text,lv,Donald Trump,REP,41.85420701018167,A,2024-11-05,2024-09-21,2024-10-09,no
YouGov,Florida,636,App Panel,lv,Jill Stein,GRE,49.952689836911205,A,2024-11-05,2024-09-28,2024-10-08,no
InsiderAdvantage,Arizona,550,Online Panel,rv,Jill Stein,GRE,52.33473465508126,B,2024-11-05,2024-10-06,2024-10-08,yes
ActiVote,Texas,711,App Panel,lv,Jill Stein,GRE,59.2586762746013,C,2024-11-05,2024-09-25,2024-10-08,yes
ActiVote,Florida,794,Online Panel,rv,Donald Trump,REP,43.45378881009749,A+,2024-11-05,2024-09-02,2024-10-08,no
InsiderAdvantage,Arizona,708,Text,rv,Donald Trump,REP,43.68996269311623,C,2024-11-05,2024-10-05,2024-10-09,no
ActiVote,Pennsylvania,1007,Online Panel,lv,Jill Stein,GRE,50.48342214831132,B,2024-11-05,2024-09-02,2024-10-10,yes
ActiVote,Florida,612,Online Panel,rv,Jill Stein,GRE,52.12786937868979,C,2024-11-05,2024-10-03,2024-10-08,yes
ActiVote,Ohio,863,App Panel,rv,Kamala Harris,DEM,45.959478594517826,B,2024-11-05,2024-09-25,2024-10-10,no
YouGov,Arizona,982,App Panel,rv,Jill Stein,GRE,47.46367485581099,C,2024-11-05,2024-09-26,2024-10-10,no
ActiVote,Arizona,507,Text,rv,Kamala Harris,DEM,55.37441578804115,C,2024-11-05,2024-09-08,2024-10-10,yes
ActiVote,Texas,994,App Panel,lv,Jill Stein,GRE,51.8532304557336,A,2024-11-05,2024-10-07,2024-10-10,yes
InsiderAdvantage,Texas,681,App Panel,lv,Donald Trump,REP,40.03611215453502,A,2024-11-05,2024-10-04,2024-10-09,no
InsiderAdvantage,Texas,1293,Online Panel,rv,Jill Stein,GRE,48.73784774094469,C,2024-11-05,2024-09-18,2024-10-10,no
InsiderAdvantage,Pennsylvania,866,Text,lv,Jill Stein,GRE,41.65111843329127,B,2024-11-05,2024-09-16,2024-10-08,no
ActiVote,Texas,429,Online Panel,lv,Kamala Harris,DEM,51.67764793142944,A+,2024-11-05,2024-09-10,2024-10-10,yes
YouGov,Pennsylvania,606,App Panel,rv,Kamala Harris,DEM,57.17624017995692,C,2024-11-05,2024-10-06,2024-10-08,yes
ActiVote,Pennsylvania,976,Text,lv,Donald Trump,REP,56.00185847495118,C,2024-11-05,2024-09-14,2024-10-10,yes
InsiderAdvantage,Arizona,880,Text,rv,Kamala Harris,DEM,42.99043163263705,B,2024-11-05,2024-09-28,2024-10-09,no
InsiderAdvantage,Pennsylvania,1023,Text,rv,Kamala Harris,DEM,43.45302235417183,C,2024-11-05,2024-09-02,2024-10-10,no
InsiderAdvantage,Texas,957,Text,lv,Jill Stein,GRE,47.66154179435942,B,2024-11-05,2024-09-15,2024-10-09,no
YouGov,Florida,422,App Panel,rv,Jill Stein,GRE,52.51391859582361,C,2024-11-05,2024-10-06,2024-10-10,yes
InsiderAdvantage,Florida,1132,Text,lv,Jill Stein,GRE,62.22254649237338,B,2024-11-05,2024-09-06,2024-10-08,yes
ActiVote,Ohio,860,Online Panel,rv,Kamala Harris,DEM,59.84632850342523,C,2024-11-05,2024-09-04,2024-10-10,yes
ActiVote,Texas,1454,Text,lv,Jill Stein,GRE,51.43977432386143,A,2024-11-05,2024-09-25,2024-10-10,yes
InsiderAdvantage,Florida,1131,Online Panel,lv,Jill Stein,GRE,44.4044256983886,C,2024-11-05,2024-09-12,2024-10-09,no
InsiderAdvantage,Florida,921,Online Panel,rv,Kamala Harris,DEM,42.471727877716596,A+,2024-11-05,2024-09-21,2024-10-09,no
InsiderAdvantage,Florida,1006,Text,lv,Jill Stein,GRE,49.46684250429451,A+,2024-11-05,2024-10-02,2024-10-10,no
InsiderAdvantage,Pennsylvania,1204,App Panel,rv,Donald Trump,REP,47.25893256384936,C,2024-11-05,2024-09-21,2024-10-10,no
YouGov,Pennsylvania,651,App Panel,rv,Donald Trump,REP,47.670823058599105,A+,2024-11-05,2024-09-19,2024-10-10,no
ActiVote,Ohio,709,App Panel,lv,Kamala Harris,DEM,54.1488233211863,A,2024-11-05,2024-09-05,2024-10-09,yes
ActiVote,Pennsylvania,1437,App Panel,rv,Jill Stein,GRE,50.72437875200183,C,2024-11-05,2024-09-25,2024-10-10,yes
ActiVote,Ohio,740,Online Panel,rv,Donald Trump,REP,48.45401313140878,B,2024-11-05,2024-09-01,2024-10-08,no
ActiVote,Arizona,1373,Text,lv,Kamala Harris,DEM,43.36755288406613,A,2024-11-05,2024-09-06,2024-10-09,no
YouGov,Florida,1391,App Panel,lv,Kamala Harris,DEM,48.680499783121284,A+,2024-11-05,2024-09-25,2024-10-09,no
InsiderAdvantage,Pennsylvania,769,Text,lv,Kamala Harris,DEM,41.87887171296566,A,2024-11-05,2024-09-21,2024-10-08,no
InsiderAdvantage,Florida,1001,Text,rv,Kamala Harris,DEM,49.743472116306236,A,2024-11-05,2024-09-11,2024-10-09,no
YouGov,Arizona,655,App Panel,lv,Jill Stein,GRE,49.79069670510133,B,2024-11-05,2024-09-05,2024-10-10,no
InsiderAdvantage,Florida,423,Online Panel,lv,Donald Trump,REP,49.00005720460086,A+,2024-11-05,2024-09-25,2024-10-08,no
ActiVote,Arizona,745,Online Panel,rv,Kamala Harris,DEM,57.45217736636472,A,2024-11-05,2024-09-14,2024-10-10,yes
InsiderAdvantage,Texas,448,App Panel,lv,Kamala Harris,DEM,47.77082285859213,B,2024-11-05,2024-09-30,2024-10-08,no
YouGov,Pennsylvania,1431,Online Panel,lv,Kamala Harris,DEM,50.38775444495511,A,2024-11-05,2024-09-06,2024-10-09,yes
ActiVote,Ohio,1442,Text,lv,Donald Trump,REP,49.70307181248185,C,2024-11-05,2024-09-20,2024-10-08,no
ActiVote,Arizona,770,Online Panel,lv,Kamala Harris,DEM,45.808088876561484,A,2024-11-05,2024-10-03,2024-10-08,no
YouGov,Florida,1079,Online Panel,lv,Jill Stein,GRE,54.00185569532105,A,2024-11-05,2024-09-26,2024-10-09,yes
YouGov,Ohio,1176,Text,lv,Donald Trump,REP,41.379957485008376,B,2024-11-05,2024-10-07,2024-10-10,no
InsiderAdvantage,Texas,942,App Panel,rv,Kamala Harris,DEM,50.68269408330908,A+,2024-11-05,2024-09-03,2024-10-09,yes
InsiderAdvantage,Texas,908,Text,lv,Donald Trump,REP,58.18063595971621,C,2024-11-05,2024-09-21,2024-10-08,yes
InsiderAdvantage,Texas,444,Online Panel,lv,Kamala Harris,DEM,41.484193183832744,A+,2024-11-05,2024-09-25,2024-10-08,no
YouGov,Pennsylvania,437,Text,lv,Jill Stein,GRE,47.65937586163623,A+,2024-11-05,2024-09-05,2024-10-10,no
ActiVote,Florida,915,Online Panel,rv,Donald Trump,REP,34.42919659463646,A+,2024-11-05,2024-09-13,2024-10-10,no
ActiVote,Pennsylvania,965,Online Panel,lv,Kamala Harris,DEM,48.458872435703164,A,2024-11-05,2024-10-04,2024-10-08,no
ActiVote,Pennsylvania,411,App Panel,rv,Kamala Harris,DEM,55.96430465121429,C,2024-11-05,2024-09-07,2024-10-09,yes
ActiVote,Pennsylvania,1019,App Panel,lv,Kamala Harris,DEM,44.01462357395242,B,2024-11-05,2024-09-17,2024-10-08,no
InsiderAdvantage,Texas,1251,Online Panel,lv,Jill Stein,GRE,54.63877455124721,A,2024-11-05,2024-10-01,2024-10-10,yes
ActiVote,Pennsylvania,1252,Text,rv,Kamala Harris,DEM,49.785305444822846,C,2024-11-05,2024-09-10,2024-10-10,no
YouGov,Ohio,1431,Text,rv,Jill Stein,GRE,53.35221673185018,A,2024-11-05,2024-09-06,2024-10-08,yes
InsiderAdvantage,Arizona,906,Online Panel,lv,Jill Stein,GRE,49.281651985701316,A+,2024-11-05,2024-09-13,2024-10-10,no
InsiderAdvantage,Arizona,1430,App Panel,rv,Kamala Harris,DEM,53.49917281893558,B,2024-11-05,2024-09-04,2024-10-08,yes
ActiVote,Arizona,901,Text,rv,Jill Stein,GRE,49.57517074265102,C,2024-11-05,2024-09-28,2024-10-10,no
ActiVote,Pennsylvania,950,Online Panel,rv,Jill Stein,GRE,45.7803421202373,A,2024-11-05,2024-09-16,2024-10-10,no
YouGov,Pennsylvania,695,Online Panel,lv,Jill Stein,GRE,53.03938332715312,C,2024-11-05,2024-09-14,2024-10-10,yes
InsiderAdvantage,Pennsylvania,1177,App Panel,rv,Donald Trump,REP,43.677753163505,C,2024-11-05,2024-09-11,2024-10-08,no
InsiderAdvantage,Ohio,1013,Text,rv,Jill Stein,GRE,42.525257367701215,A+,2024-11-05,2024-09-23,2024-10-08,no
YouGov,Pennsylvania,934,App Panel,rv,Kamala Harris,DEM,37.491273066163416,C,2024-11-05,2024-09-29,2024-10-08,no
InsiderAdvantage,Florida,447,Text,rv,Donald Trump,REP,55.12943543463704,A+,2024-11-05,2024-09-08,2024-10-08,yes
YouGov,Ohio,1047,Online Panel,lv,Jill Stein,GRE,36.49038172786851,A,2024-11-05,2024-09-29,2024-10-08,no
ActiVote,Texas,1074,Text,lv,Jill Stein,GRE,54.8199774815817,A,2024-11-05,2024-10-05,2024-10-10,yes
YouGov,Ohio,1359,App Panel,lv,Kamala Harris,DEM,55.85425287181405,C,2024-11-05,2024-09-16,2024-10-09,yes
YouGov,Texas,1392,App Panel,lv,Donald Trump,REP,50.91699160824627,C,2024-11-05,2024-09-20,2024-10-10,yes
ActiVote,Texas,1275,Online Panel,lv,Donald Trump,REP,39.55158871052049,A,2024-11-05,2024-10-02,2024-10-08,no
InsiderAdvantage,Florida,498,Text,rv,Kamala Harris,DEM,54.718655133257556,A,2024-11-05,2024-09-08,2024-10-10,yes
InsiderAdvantage,Pennsylvania,488,App Panel,lv,Jill Stein,GRE,46.429266191850814,A+,2024-11-05,2024-10-06,2024-10-10,no
YouGov,Ohio,949,Text,rv,Kamala Harris,DEM,47.673218745648896,B,2024-11-05,2024-09-07,2024-10-09,no
YouGov,Texas,488,App Panel,rv,Jill Stein,GRE,42.26759164540512,A,2024-11-05,2024-09-28,2024-10-10,no
InsiderAdvantage,Texas,1013,App Panel,rv,Jill Stein,GRE,52.86011094950564,A,2024-11-05,2024-10-05,2024-10-08,yes
InsiderAdvantage,Arizona,1146,Online Panel,rv,Kamala Harris,DEM,52.042284192245965,A+,2024-11-05,2024-09-26,2024-10-08,yes
InsiderAdvantage,Pennsylvania,1289,App Panel,lv,Kamala Harris,DEM,49.069343340516774,B,2024-11-05,2024-09-11,2024-10-10,no
YouGov,Arizona,1385,Text,rv,Kamala Harris,DEM,60.053449728396856,A,2024-11-05,2024-09-18,2024-10-10,yes
InsiderAdvantage,Texas,410,Text,rv,Donald Trump,REP,58.82414348295552,B,2024-11-05,2024-09-30,2024-10-08,yes
ActiVote,Ohio,721,Online Panel,lv,Donald Trump,REP,48.43241521869321,A+,2024-11-05,2024-09-06,2024-10-09,no
InsiderAdvantage,Arizona,518,Online Panel,lv,Kamala Harris,DEM,44.91030296815963,A,2024-11-05,2024-09-05,2024-10-10,no
YouGov,Texas,737,Text,lv,Jill Stein,GRE,58.7042021634104,C,2024-11-05,2024-09-13,2024-10-10,yes
InsiderAdvantage,Pennsylvania,847,Online Panel,rv,Jill Stein,GRE,44.711456900411434,A+,2024-11-05,2024-10-04,2024-10-09,no
ActiVote,Pennsylvania,787,Online Panel,lv,Donald Trump,REP,44.92687347773547,A+,2024-11-05,2024-09-28,2024-10-10,no
YouGov,Texas,1283,App Panel,rv,Jill Stein,GRE,43.38807182376085,A+,2024-11-05,2024-09-08,2024-10-08,no
ActiVote,Pennsylvania,1274,Text,lv,Jill Stein,GRE,50.729593347271994,B,2024-11-05,2024-09-17,2024-10-09,yes
YouGov,Arizona,1153,Online Panel,rv,Kamala Harris,DEM,55.52516003294284,A,2024-11-05,2024-10-04,2024-10-08,yes
InsiderAdvantage,Ohio,999,Text,lv,Jill Stein,GRE,53.0011925229719,C,2024-11-05,2024-09-04,2024-10-08,yes
InsiderAdvantage,Arizona,1283,App Panel,rv,Kamala Harris,DEM,51.834445000403264,C,2024-11-05,2024-09-18,2024-10-09,yes
YouGov,Florida,503,Text,lv,Kamala Harris,DEM,55.603048846176605,C,2024-11-05,2024-09-17,2024-10-09,yes
InsiderAdvantage,Texas,844,Text,rv,Donald Trump,REP,49.683884126704186,C,2024-11-05,2024-09-15,2024-10-08,no
YouGov,Florida,789,App Panel,lv,Jill Stein,GRE,51.04665087788764,A+,2024-11-05,2024-09-12,2024-10-10,yes
InsiderAdvantage,Ohio,554,Text,rv,Kamala Harris,DEM,50.82333409087712,B,2024-11-05,2024-09-24,2024-10-08,yes
YouGov,Florida,1100,Text,lv,Kamala Harris,DEM,42.934171958038014,C,2024-11-05,2024-09-29,2024-10-09,no
YouGov,Texas,518,Text,rv,Kamala Harris,DEM,47.83635340741421,A+,2024-11-05,2024-09-26,2024-10-09,no
ActiVote,Florida,931,App Panel,lv,Donald Trump,REP,46.785342639124224,A+,2024-11-05,2024-09-30,2024-10-08,no
InsiderAdvantage,Pennsylvania,499,Online Panel,rv,Donald Trump,REP,42.13406177008986,C,2024-11-05,2024-09-28,2024-10-09,no
ActiVote,Arizona,927,Text,rv,Jill Stein,GRE,48.367774335899085,B,2024-11-05,2024-09-12,2024-10-09,no
ActiVote,Texas,640,Online Panel,rv,Jill Stein,GRE,47.88218727341641,A+,2024-11-05,2024-09-18,2024-10-10,no
ActiVote,Texas,640,App Panel,lv,Jill Stein,GRE,53.44082092451894,A+,2024-11-05,2024-09-04,2024-10-09,yes
YouGov,Pennsylvania,751,App Panel,rv,Kamala Harris,DEM,50.51282375766901,A,2024-11-05,2024-09-23,2024-10-08,yes
ActiVote,Ohio,570,Online Panel,lv,Donald Trump,REP,42.01345209308392,B,2024-11-05,2024-09-14,2024-10-09,no
InsiderAdvantage,Arizona,561,Text,rv,Jill Stein,GRE,51.43278334721515,B,2024-11-05,2024-09-02,2024-10-08,yes
YouGov,Florida,1434,Text,lv,Jill Stein,GRE,39.55787044307348,C,2024-11-05,2024-09-17,2024-10-09,no
YouGov,Arizona,1483,App Panel,rv,Jill Stein,GRE,46.707114459386794,A+,2024-11-05,2024-09-01,2024-10-08,no
ActiVote,Texas,1375,App Panel,lv,Jill Stein,GRE,47.02869955844578,C,2024-11-05,2024-09-09,2024-10-08,no
YouGov,Arizona,1091,Online Panel,rv,Kamala Harris,DEM,51.206364110455404,A,2024-11-05,2024-09-13,2024-10-09,yes
InsiderAdvantage,Ohio,1475,Text,rv,Kamala Harris,DEM,51.35663320669656,A,2024-11-05,2024-09-28,2024-10-10,yes
InsiderAdvantage,Ohio,583,Online Panel,lv,Kamala Harris,DEM,46.83844756028021,C,2024-11-05,2024-09-03,2024-10-09,no
InsiderAdvantage,Ohio,665,Text,rv,Jill Stein,GRE,51.05930973050468,C,2024-11-05,2024-10-03,2024-10-09,yes
YouGov,Florida,919,Text,rv,Jill Stein,GRE,40.935254126585974,A,2024-11-05,2024-09-18,2024-10-08,no
InsiderAdvantage,Florida,793,Text,lv,Kamala Harris,DEM,51.72936140826231,B,2024-11-05,2024-10-07,2024-10-08,yes
