"poll_id","pollster_id","pollster","numeric_grade","pollscore","methodology","transparency_score","sample_size","population","population_full","party","answer","pct","state","candidate_name","end_date","candidate_binary","num_supporters"
88380,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,764,"lv","lv","DEM","Harris",48,"Arizona","Kamala Harris",2024-09-24,1,367
88380,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,764,"lv","lv","REP","Trump",51,"Arizona","Donald Trump",2024-09-24,0,390
88381,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1006,"rv","rv","DEM","Harris",49,"Georgia","Kamala Harris",2024-09-24,1,493
88381,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1006,"rv","rv","REP","Trump",47,"Georgia","Donald Trump",2024-09-24,0,473
88381,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,707,"lv","lv","DEM","Harris",50,"Georgia","Kamala Harris",2024-09-24,1,354
88381,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,707,"lv","lv","REP","Trump",48,"Georgia","Donald Trump",2024-09-24,0,339
88381,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1006,"rv","rv","DEM","Harris",51,"Georgia","Kamala Harris",2024-09-24,1,513
88381,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1006,"rv","rv","REP","Trump",48,"Georgia","Donald Trump",2024-09-24,0,483
88381,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,707,"lv","lv","DEM","Harris",51,"Georgia","Kamala Harris",2024-09-24,1,361
88381,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,707,"lv","lv","REP","Trump",48,"Georgia","Donald Trump",2024-09-24,0,339
88402,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,787,"lv","lv","DEM","Harris",47,"North Carolina","Kamala Harris",2024-09-24,1,370
88402,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,787,"lv","lv","REP","Trump",49,"North Carolina","Donald Trump",2024-09-24,0,386
88402,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,991,"rv","rv","DEM","Harris",48,"North Carolina","Kamala Harris",2024-09-24,1,476
88402,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,991,"rv","rv","REP","Trump",47,"North Carolina","Donald Trump",2024-09-24,0,466
88402,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,787,"lv","lv","DEM","Harris",49,"North Carolina","Kamala Harris",2024-09-24,1,386
88402,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,787,"lv","lv","REP","Trump",50,"North Carolina","Donald Trump",2024-09-24,0,394
88402,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,991,"rv","rv","DEM","Harris",50,"North Carolina","Kamala Harris",2024-09-24,1,496
88402,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,991,"rv","rv","REP","Trump",48,"North Carolina","Donald Trump",2024-09-24,0,476
88403,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,775,"lv","lv","DEM","Harris",47,"Pennsylvania","Kamala Harris",2024-09-24,1,364
88403,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,775,"lv","lv","REP","Trump",48,"Pennsylvania","Donald Trump",2024-09-24,0,372
88403,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1021,"rv","rv","DEM","Harris",48,"Pennsylvania","Kamala Harris",2024-09-24,1,490
88403,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1021,"rv","rv","REP","Trump",46,"Pennsylvania","Donald Trump",2024-09-24,0,470
88403,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,775,"lv","lv","DEM","Harris",49,"Pennsylvania","Kamala Harris",2024-09-24,1,380
88403,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,775,"lv","lv","REP","Trump",49,"Pennsylvania","Donald Trump",2024-09-24,0,380
88403,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1021,"rv","rv","DEM","Harris",50,"Pennsylvania","Kamala Harris",2024-09-24,1,510
88403,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1021,"rv","rv","REP","Trump",48,"Pennsylvania","Donald Trump",2024-09-24,0,490
88363,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1416,"rv","rv","DEM","Harris",48,"Arizona","Kamala Harris",2024-09-24,1,680
88363,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1416,"rv","rv","REP","Trump",50,"Arizona","Donald Trump",2024-09-24,0,708
88363,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1264,"lv","lv","DEM","Harris",49,"Arizona","Kamala Harris",2024-09-24,1,619
88363,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1264,"lv","lv","REP","Trump",50,"Arizona","Donald Trump",2024-09-24,0,632
88366,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1507,"rv","rv","DEM","Harris",49,"North Carolina","Kamala Harris",2024-09-24,1,738
88366,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1507,"rv","rv","REP","Trump",48,"North Carolina","Donald Trump",2024-09-24,0,723
88366,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1348,"lv","lv","DEM","Harris",49,"North Carolina","Kamala Harris",2024-09-24,1,661
88366,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1348,"lv","lv","REP","Trump",49,"North Carolina","Donald Trump",2024-09-24,0,661
88368,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1420,"rv","rv","DEM","Harris",49,"Georgia","Kamala Harris",2024-09-24,1,696
88368,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1420,"rv","rv","REP","Trump",48,"Georgia","Donald Trump",2024-09-24,0,682
88368,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1220,"lv","lv","DEM","Harris",49,"Georgia","Kamala Harris",2024-09-24,1,598
88368,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",9,1220,"lv","lv","REP","Trump",50,"Georgia","Donald Trump",2024-09-24,0,610
88390,458,"Suffolk",2.9,-1,"Live Phone",8,500,"lv","lv","DEM","Harris",42.4,"Arizona","Kamala Harris",2024-09-24,1,212
88390,458,"Suffolk",2.9,-1,"Live Phone",8,500,"lv","lv","REP","Trump",48.4,"Arizona","Donald Trump",2024-09-24,0,242
88338,460,"SurveyUSA",2.8,-1.3,"IVR/Online Panel/Text-to-Web",8,558,"lv","lv","DEM","Harris",40,"Nebraska","Kamala Harris",2024-09-23,1,223
88338,460,"SurveyUSA",2.8,-1.3,"IVR/Online Panel/Text-to-Web",8,558,"lv","lv","REP","Trump",56,"Nebraska","Donald Trump",2024-09-23,0,312
88358,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,871,"rv","rv","DEM","Harris",46.61,"National","Kamala Harris",2024-09-22,1,406
88358,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,871,"rv","rv","REP","Trump",40.48,"National","Donald Trump",2024-09-22,0,353
88358,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,785,"lv","lv","DEM","Harris",50,"National","Kamala Harris",2024-09-22,1,392
88358,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,785,"lv","lv","REP","Trump",44,"National","Donald Trump",2024-09-22,0,345
88358,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,1029,"a","a","DEM","Harris",42,"National","Kamala Harris",2024-09-22,1,432
88358,241,"Ipsos",2.8,-0.9,"Probability Panel",9.5,1029,"a","a","REP","Trump",38,"National","Donald Trump",2024-09-22,0,391
88325,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,2074,"lv","lv","DEM","Harris",48,"National","Kamala Harris",2024-09-22,1,996
88325,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,2074,"lv","lv","REP","Trump",47,"National","Donald Trump",2024-09-22,0,975
88325,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,2074,"rv","rv","DEM","Harris",47,"National","Kamala Harris",2024-09-22,1,975
88325,1866,"CNN/SSRS",2.8,-0.6,"Probability Panel",10,2074,"rv","rv","REP","Trump",47,"National","Donald Trump",2024-09-22,0,975
88328,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1728,"lv","lv","DEM","Harris",47,"National","Kamala Harris",2024-09-22,1,812
88328,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1728,"lv","lv","REP","Trump",48,"National","Donald Trump",2024-09-22,0,829
88328,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1728,"lv","lv","DEM","Harris",48,"National","Kamala Harris",2024-09-22,1,829
88328,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1728,"lv","lv","REP","Trump",48,"National","Donald Trump",2024-09-22,0,829
88276,1424,"Siena/NYT",3,-1.5,"Live Phone",9,713,"rv","rv","DEM","Harris",45,"Arizona","Kamala Harris",2024-09-21,1,321
88276,1424,"Siena/NYT",3,-1.5,"Live Phone",9,713,"rv","rv","REP","Trump",49,"Arizona","Donald Trump",2024-09-21,0,349
88276,1424,"Siena/NYT",3,-1.5,"Live Phone",9,713,"lv","lv","DEM","Harris",45,"Arizona","Kamala Harris",2024-09-21,1,321
88276,1424,"Siena/NYT",3,-1.5,"Live Phone",9,713,"lv","lv","REP","Trump",50,"Arizona","Donald Trump",2024-09-21,0,356
88276,1424,"Siena/NYT",3,-1.5,"Live Phone",9,713,"rv","rv","DEM","Harris",42,"Arizona","Kamala Harris",2024-09-21,1,299
88276,1424,"Siena/NYT",3,-1.5,"Live Phone",9,713,"rv","rv","REP","Trump",47,"Arizona","Donald Trump",2024-09-21,0,335
88276,1424,"Siena/NYT",3,-1.5,"Live Phone",9,713,"lv","lv","DEM","Harris",43,"Arizona","Kamala Harris",2024-09-21,1,307
88276,1424,"Siena/NYT",3,-1.5,"Live Phone",9,713,"lv","lv","REP","Trump",48,"Arizona","Donald Trump",2024-09-21,0,342
88277,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"rv","rv","DEM","Harris",44,"Georgia","Kamala Harris",2024-09-21,1,300
88277,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"rv","rv","REP","Trump",48,"Georgia","Donald Trump",2024-09-21,0,327
88277,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"lv","lv","DEM","Harris",45,"Georgia","Kamala Harris",2024-09-21,1,307
88277,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"lv","lv","REP","Trump",49,"Georgia","Donald Trump",2024-09-21,0,334
88277,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"rv","rv","DEM","Harris",43,"Georgia","Kamala Harris",2024-09-21,1,293
88277,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"rv","rv","REP","Trump",46,"Georgia","Donald Trump",2024-09-21,0,314
88277,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"lv","lv","DEM","Harris",44,"Georgia","Kamala Harris",2024-09-21,1,300
88277,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"lv","lv","REP","Trump",47,"Georgia","Donald Trump",2024-09-21,0,321
88278,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"rv","rv","DEM","Harris",47,"North Carolina","Kamala Harris",2024-09-21,1,321
88278,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"rv","rv","REP","Trump",48,"North Carolina","Donald Trump",2024-09-21,0,327
88278,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"lv","lv","DEM","Harris",47,"North Carolina","Kamala Harris",2024-09-21,1,321
88278,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"lv","lv","REP","Trump",49,"North Carolina","Donald Trump",2024-09-21,0,334
88278,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"rv","rv","DEM","Harris",46,"North Carolina","Kamala Harris",2024-09-21,1,314
88278,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"rv","rv","REP","Trump",46,"North Carolina","Donald Trump",2024-09-21,0,314
88278,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"lv","lv","DEM","Harris",45,"North Carolina","Kamala Harris",2024-09-21,1,307
88278,1424,"Siena/NYT",3,-1.5,"Live Phone",9,682,"lv","lv","REP","Trump",47,"North Carolina","Donald Trump",2024-09-21,0,321
88274,568,"YouGov",3,-1.1,"Online Panel",9,3129,"lv","lv","DEM","Harris",52,"National","Kamala Harris",2024-09-20,1,1627
88274,568,"YouGov",3,-1.1,"Online Panel",9,3129,"lv","lv","REP","Trump",48,"National","Donald Trump",2024-09-20,0,1502
88339,329,"Muhlenberg",2.8,-1,"Live Phone",8,450,"lv","lv","DEM","Harris",48,"Pennsylvania","Kamala Harris",2024-09-19,1,216
88339,329,"Muhlenberg",2.8,-1,"Live Phone",8,450,"lv","lv","REP","Trump",48,"Pennsylvania","Donald Trump",2024-09-19,0,216
88371,1847,"University of Massachusetts Lowell/YouGov",2.9,-1,"Online Panel",9,650,"lv","lv","DEM","Harris",48,"Michigan","Kamala Harris",2024-09-19,1,312
88371,1847,"University of Massachusetts Lowell/YouGov",2.9,-1,"Online Panel",9,650,"lv","lv","REP","Trump",43,"Michigan","Donald Trump",2024-09-19,0,280
88372,1847,"University of Massachusetts Lowell/YouGov",2.9,-1,"Online Panel",9,800,"lv","lv","DEM","Harris",48,"Pennsylvania","Kamala Harris",2024-09-19,1,384
88372,1847,"University of Massachusetts Lowell/YouGov",2.9,-1,"Online Panel",9,800,"lv","lv","REP","Trump",46,"Pennsylvania","Donald Trump",2024-09-19,0,368
88301,458,"Suffolk",2.9,-1,"Live Phone",8,500,"lv","lv","DEM","Harris",47.6,"Michigan","Kamala Harris",2024-09-18,1,238
88301,458,"Suffolk",2.9,-1,"Live Phone",8,500,"lv","lv","REP","Trump",45.4,"Michigan","Donald Trump",2024-09-18,0,227
88235,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,868,"lv","lv","DEM","Harris",48.7,"Arizona","Kamala Harris",2024-09-18,1,423
88235,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,868,"lv","lv","REP","Trump",49.8,"Arizona","Donald Trump",2024-09-18,0,432
88236,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,975,"lv","lv","DEM","Harris",48.2,"Georgia","Kamala Harris",2024-09-18,1,470
88236,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,975,"lv","lv","REP","Trump",50.3,"Georgia","Donald Trump",2024-09-18,0,490
88237,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,875,"lv","lv","DEM","Harris",50,"Michigan","Kamala Harris",2024-09-18,1,438
88237,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,875,"lv","lv","REP","Trump",49.1,"Michigan","Donald Trump",2024-09-18,0,430
88238,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,895,"lv","lv","DEM","Harris",48.8,"Nevada","Kamala Harris",2024-09-18,1,437
88238,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,895,"lv","lv","REP","Trump",49,"Nevada","Donald Trump",2024-09-18,0,439
88239,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,880,"lv","lv","DEM","Harris",49.6,"Pennsylvania","Kamala Harris",2024-09-18,1,436
88239,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,880,"lv","lv","REP","Trump",49.3,"Pennsylvania","Donald Trump",2024-09-18,0,434
88240,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,1000,"lv","lv","DEM","Harris",49.7,"North Carolina","Kamala Harris",2024-09-18,1,497
88240,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,1000,"lv","lv","REP","Trump",49.3,"North Carolina","Donald Trump",2024-09-18,0,493
88241,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,1000,"lv","lv","DEM","Harris",48.7,"Wisconsin","Kamala Harris",2024-09-18,1,487
88241,1102,"Emerson",2.9,-1.1,"IVR/Online Panel/Text-to-Web",7,1000,"lv","lv","REP","Trump",50.3,"Wisconsin","Donald Trump",2024-09-18,0,503
88267,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",50,"Pennsylvania","Kamala Harris",2024-09-18,1,400
88267,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",46,"Pennsylvania","Donald Trump",2024-09-18,0,368
88267,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",52,"Pennsylvania","Kamala Harris",2024-09-18,1,416
88267,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",47,"Pennsylvania","Donald Trump",2024-09-18,0,376
88275,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",60,"Massachusetts","Kamala Harris",2024-09-18,1,480
88275,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",32,"Massachusetts","Donald Trump",2024-09-18,0,256
88275,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",63,"Massachusetts","Kamala Harris",2024-09-18,1,504
88275,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",35,"Massachusetts","Donald Trump",2024-09-18,0,280
88280,460,"SurveyUSA",2.8,-1.3,"Online Panel",8,619,"lv","lv","DEM","Harris",50,"New Mexico","Kamala Harris",2024-09-18,1,310
88280,460,"SurveyUSA",2.8,-1.3,"Online Panel",8,619,"lv","lv","REP","Trump",42,"New Mexico","Donald Trump",2024-09-18,0,260
88286,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",51,"Wisconsin","Kamala Harris",2024-09-18,1,408
88286,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",45,"Wisconsin","Donald Trump",2024-09-18,0,360
88286,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",53,"Wisconsin","Kamala Harris",2024-09-18,1,424
88286,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",46,"Wisconsin","Donald Trump",2024-09-18,0,368
88298,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",53,"Connecticut","Kamala Harris",2024-09-18,1,424
88298,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",37,"Connecticut","Donald Trump",2024-09-18,0,296
88311,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",53,"Rhode Island","Kamala Harris",2024-09-18,1,424
88311,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",40,"Rhode Island","Donald Trump",2024-09-18,0,320
88311,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","DEM","Harris",56,"Rhode Island","Kamala Harris",2024-09-18,1,448
88311,290,"MassINC Polling Group",2.8,-0.8,"Live Phone/Text-to-Web",7,800,"lv","lv","REP","Trump",43,"Rhode Island","Donald Trump",2024-09-18,0,344
88208,568,"YouGov",3,-1.1,"Online Panel",9,1445,"rv","rv","DEM","Harris",49,"National","Kamala Harris",2024-09-17,1,708
88208,568,"YouGov",3,-1.1,"Online Panel",9,1445,"rv","rv","REP","Trump",45,"National","Donald Trump",2024-09-17,0,650
88232,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1663,"rv","rv","DEM","Harris",49,"Pennsylvania","Kamala Harris",2024-09-17,1,815
88232,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1663,"rv","rv","REP","Trump",48,"Pennsylvania","Donald Trump",2024-09-17,0,798
88232,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1476,"lv","lv","DEM","Harris",49,"Pennsylvania","Kamala Harris",2024-09-17,1,723
88232,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1476,"lv","lv","REP","Trump",49,"Pennsylvania","Donald Trump",2024-09-17,0,723
88233,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1312,"rv","rv","DEM","Harris",50,"Wisconsin","Kamala Harris",2024-09-17,1,656
88233,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1312,"rv","rv","REP","Trump",47,"Wisconsin","Donald Trump",2024-09-17,0,617
88233,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1194,"lv","lv","DEM","Harris",50,"Wisconsin","Kamala Harris",2024-09-17,1,597
88233,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1194,"lv","lv","REP","Trump",49,"Wisconsin","Donald Trump",2024-09-17,0,585
88234,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1282,"rv","rv","DEM","Harris",50,"Michigan","Kamala Harris",2024-09-17,1,641
88234,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1282,"rv","rv","REP","Trump",47,"Michigan","Donald Trump",2024-09-17,0,603
88234,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1138,"lv","lv","DEM","Harris",52,"Michigan","Kamala Harris",2024-09-17,1,592
88234,1205,"Marist",2.9,-0.9,"Live Phone/Online Panel/Text-to-Web",7,1138,"lv","lv","REP","Trump",47,"Michigan","Donald Trump",2024-09-17,0,535
88223,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1102,"rv","rv","DEM","Harris",50,"National","Kamala Harris",2024-09-16,1,551
88223,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,1102,"rv","rv","REP","Trump",48,"National","Donald Trump",2024-09-16,0,529
88223,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,876,"lv","lv","DEM","Harris",50,"National","Kamala Harris",2024-09-16,1,438
88223,1597,"Beacon/Shaw",2.8,-1.1,"Live Phone/Text-to-Web",9,876,"lv","lv","REP","Trump",48,"National","Donald Trump",2024-09-16,0,420
88211,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1331,"lv","lv","DEM","Harris",51,"Pennsylvania","Kamala Harris",2024-09-16,1,679
88211,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1331,"lv","lv","REP","Trump",45,"Pennsylvania","Donald Trump",2024-09-16,0,599
88211,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1331,"lv","lv","DEM","Harris",51,"Pennsylvania","Kamala Harris",2024-09-16,1,679
88211,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1331,"lv","lv","REP","Trump",46,"Pennsylvania","Donald Trump",2024-09-16,0,612
88212,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,905,"lv","lv","DEM","Harris",50,"Michigan","Kamala Harris",2024-09-16,1,452
88212,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,905,"lv","lv","REP","Trump",45,"Michigan","Donald Trump",2024-09-16,0,407
88212,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,905,"lv","lv","DEM","Harris",51,"Michigan","Kamala Harris",2024-09-16,1,462
88212,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,905,"lv","lv","REP","Trump",46,"Michigan","Donald Trump",2024-09-16,0,416
88213,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1075,"lv","lv","DEM","Harris",48,"Wisconsin","Kamala Harris",2024-09-16,1,516
88213,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1075,"lv","lv","REP","Trump",47,"Wisconsin","Donald Trump",2024-09-16,0,505
88213,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1075,"lv","lv","DEM","Harris",49,"Wisconsin","Kamala Harris",2024-09-16,1,527
88213,396,"Quinnipiac",2.8,-0.5,"Live Phone",9,1075,"lv","lv","REP","Trump",48,"Wisconsin","Donald Trump",2024-09-16,0,516
88231,486,"The Washington Post",3,-1.2,"Live Phone/Text-to-Web",9,1003,"lv","lv","DEM","Harris",48,"Pennsylvania","Kamala Harris",2024-09-16,1,481
88231,486,"The Washington Post",3,-1.2,"Live Phone/Text-to-Web",9,1003,"lv","lv","REP","Trump",47,"Pennsylvania","Donald Trump",2024-09-16,0,471
88231,486,"The Washington Post",3,-1.2,"Live Phone/Text-to-Web",9,1003,"lv","lv","DEM","Harris",48,"Pennsylvania","Kamala Harris",2024-09-16,1,481
88231,486,"The Washington Post",3,-1.2,"Live Phone/Text-to-Web",9,1003,"lv","lv","REP","Trump",48,"Pennsylvania","Donald Trump",2024-09-16,0,481
88228,1424,"Siena/NYT",3,-1.5,"Live Phone",9,2437,"lv","lv","DEM","Harris",47,"National","Kamala Harris",2024-09-16,1,1145
88228,1424,"Siena/NYT",3,-1.5,"Live Phone",9,2437,"lv","lv","REP","Trump",47,"National","Donald Trump",2024-09-16,0,1145
88228,1424,"Siena/NYT",3,-1.5,"Live Phone",9,2437,"rv","rv","DEM","Harris",46,"National","Kamala Harris",2024-09-16,1,1121
88228,1424,"Siena/NYT",3,-1.5,"Live Phone",9,2437,"rv","rv","REP","Trump",47,"National","Donald Trump",2024-09-16,0,1145
88228,1424,"Siena/NYT",3,-1.5,"Live Phone",9,2437,"rv","rv","DEM","Harris",45,"National","Kamala Harris",2024-09-16,1,1097
88228,1424,"Siena/NYT",3,-1.5,"Live Phone",9,2437,"rv","rv","REP","Trump",46,"National","Donald Trump",2024-09-16,0,1121
88228,1424,"Siena/NYT",3,-1.5,"Live Phone",9,2437,"lv","lv","DEM","Harris",46,"National","Kamala Harris",2024-09-16,1,1121
88228,1424,"Siena/NYT",3,-1.5,"Live Phone",9,2437,"lv","lv","REP","Trump",46,"National","Donald Trump",2024-09-16,0,1121
88229,438,"Siena",2.7,-0.8,"Live Phone/Text-to-Web",7,1003,"lv","lv","DEM","Harris",52,"New York","Kamala Harris",2024-09-16,1,522
88229,438,"Siena",2.7,-0.8,"Live Phone/Text-to-Web",7,1003,"lv","lv","REP","Trump",40,"New York","Donald Trump",2024-09-16,0,401
88229,438,"Siena",2.7,-0.8,"Live Phone/Text-to-Web",7,1003,"lv","lv","DEM","Harris",55,"New York","Kamala Harris",2024-09-16,1,552
88229,438,"Siena",2.7,-0.8,"Live Phone/Text-to-Web",7,1003,"lv","lv","REP","Trump",42,"New York","Donald Trump",2024-09-16,0,421
